AGG_REGION,REGION,RANGE_BRAND_NAME,GA1_NAME,DATE,PREDICTION,ACTUALS
France,France,R000050 - CAT CHOW,01 Pouch,2018-10-01,0.0,23520.0
France,France,R000050 - CAT CHOW,01 Pouch,2019-01-01,0.0,26200.0
France,France,R000050 - CAT CHOW,01 Pouch,2019-04-01,0.0,41800.0
France,France,R000050 - CAT CHOW,01 Pouch,2019-07-01,0.0,21920.0
France,France,R000050 - CAT CHOW,01 Pouch,2019-10-01,0.0,8400.0
France,France,R000050 - CAT CHOW,01 Pouch,2020-01-01,0.0,62800.0
France,France,R000050 - CAT CHOW,01 Pouch,2020-04-01,0.0,77120.0
France,France,R000050 - CAT CHOW,01 Pouch,2020-07-01,0.0,75720.0
France,France,R000050 - CAT CHOW,01 Pouch,2020-10-01,0.0,84320.0
France,France,R000050 - CAT CHOW,01 Pouch,2021-01-01,0.0,76760.0
France,France,R000050 - CAT CHOW,01 Pouch,2021-04-01,0.0,72680.0
France,France,R000050 - CAT CHOW,01 Pouch,2021-07-01,0.0,75120.0
France,France,R000050 - CAT CHOW,01 Pouch,2021-10-01,0.0,132560.0
France,France,R000050 - CAT CHOW,01 Pouch,2022-01-01,0.0,83800.0
France,France,R000050 - CAT CHOW,01 Pouch,2022-04-01,0.0,88800.0
France,France,R000050 - CAT CHOW,01 Pouch,2022-07-01,0.0,115760.0
France,France,R000050 - CAT CHOW,01 Pouch,2022-10-01,0.0,132680.0
France,France,R000050 - CAT CHOW,01 Pouch,2023-01-01,0.0,133600.0
France,France,R000050 - CAT CHOW,01 Pouch,2023-04-01,0.0,120760.0
France,France,R000050 - CAT CHOW,01 Pouch,2023-07-01,0.0,116760.0
France,France,R000050 - CAT CHOW,01 Pouch,2023-10-01,0.0,119200.0
France,France,R000050 - CAT CHOW,01 Pouch,2024-01-01,0.0,117680.0
France,France,R000050 - CAT CHOW,01 Pouch,2024-04-01,0.0,107490.0
France,France,R000050 - CAT CHOW,01 Pouch,2024-07-01,0.0,86650.0
France,France,R000050 - CAT CHOW,01 Pouch,2024-10-01,0.0,121280.0
France,France,R000050 - CAT CHOW,01 Pouch,2025-01-01,0.0,73080.0
France,France,R000050 - CAT CHOW,01 Pouch,2025-04-01,0.0,74320.0
France,France,R000050 - CAT CHOW,01 Pouch,2025-07-01,0.0,84960.0
France,France,R000050 - CAT CHOW,01 Pouch,2025-10-01,0.0,77080.0
France,France,R000050 - CAT CHOW,01 Pouch,2026-01-01,75886.736328125,0.0
France,France,R000050 - CAT CHOW,01 Pouch,2026-04-01,76180.62109375,0.0
France,France,R000050 - CAT CHOW,01 Pouch,2026-07-01,72497.52734375,0.0
France,France,R000050 - CAT CHOW,01 Pouch,2026-10-01,81136.77734375,0.0
France,France,R000050 - CAT CHOW,01 Pouch,2027-01-01,74882.48046875,0.0
France,France,R000050 - CAT CHOW,01 Pouch,2027-04-01,74426.763671875,0.0
France,France,R000050 - CAT CHOW,01 Pouch,2027-07-01,70259.578125,0.0
France,France,R000050 - CAT CHOW,01 Pouch,2027-10-01,79478.900390625,0.0
France,France,R000050 - CAT CHOW,01 Pouch,2028-01-01,73074.091796875,0.0
France,France,R000050 - CAT CHOW,01 Pouch,2028-04-01,72579.58984375,0.0
France,France,R000050 - CAT CHOW,01 Pouch,2028-07-01,68475.048828125,0.0
France,France,R000050 - CAT CHOW,01 Pouch,2028-10-01,77525.25,0.0
France,France,R000050 - CAT CHOW,01 Pouch,2029-01-01,71254.9609375,0.0
France,France,R000050 - CAT CHOW,01 Pouch,2029-04-01,70769.42578125,0.0
France,France,R000050 - CAT CHOW,01 Pouch,2029-07-01,66761.55859375,0.0
France,France,R000050 - CAT CHOW,01 Pouch,2029-10-01,75597.794921875,0.0
France,France,R000050 - CAT CHOW,01 Pouch,2030-01-01,69477.50390625,0.0
France,France,R000050 - CAT CHOW,01 Pouch,2030-04-01,69003.826171875,0.0
France,France,R000050 - CAT CHOW,01 Pouch,2030-07-01,65092.65234375,0.0
France,France,R000050 - CAT CHOW,01 Pouch,2030-10-01,73716.8125,0.0
France,France,R000050 - CAT CHOW,01 Pouch,2031-01-01,24352.658203125,0.0
France,France,R000053 - FELIX,01 Pouch,2015-01-01,0.0,43154273.6
France,France,R000053 - FELIX,01 Pouch,2015-04-01,0.0,61656048.0
France,France,R000053 - FELIX,01 Pouch,2015-07-01,0.0,59728846.400000006
France,France,R000053 - FELIX,01 Pouch,2015-10-01,0.0,61353654.400000006
France,France,R000053 - FELIX,01 Pouch,2016-01-01,0.0,65863664.8
France,France,R000053 - FELIX,01 Pouch,2016-04-01,0.0,63851736.8
France,France,R000053 - FELIX,01 Pouch,2016-07-01,0.0,74891269.6
France,France,R000053 - FELIX,01 Pouch,2016-10-01,0.0,67477925.6
France,France,R000053 - FELIX,01 Pouch,2017-01-01,0.0,71172085.6
France,France,R000053 - FELIX,01 Pouch,2017-04-01,0.0,70806471.2
France,France,R000053 - FELIX,01 Pouch,2017-07-01,0.0,79207833.6
France,France,R000053 - FELIX,01 Pouch,2017-10-01,0.0,76142700.8
France,France,R000053 - FELIX,01 Pouch,2018-01-01,0.0,78855025.6
France,France,R000053 - FELIX,01 Pouch,2018-04-01,0.0,70669268.8
France,France,R000053 - FELIX,01 Pouch,2018-07-01,0.0,80619532.88
France,France,R000053 - FELIX,01 Pouch,2018-10-01,0.0,78287747.72
France,France,R000053 - FELIX,01 Pouch,2019-01-01,0.0,84681501.96
France,France,R000053 - FELIX,01 Pouch,2019-04-01,0.0,75533378.43
France,France,R000053 - FELIX,01 Pouch,2019-07-01,0.0,44052314.89
France,France,R000053 - FELIX,01 Pouch,2019-10-01,0.0,0.0
France,France,R000053 - FELIX,01 Pouch,2020-01-01,0.0,90890858.89999999
France,France,R000053 - FELIX,01 Pouch,2020-04-01,0.0,81765283.61
France,France,R000053 - FELIX,01 Pouch,2020-07-01,0.0,96731069.52
France,France,R000053 - FELIX,01 Pouch,2020-10-01,0.0,107725254.06
France,France,R000053 - FELIX,01 Pouch,2021-01-01,0.0,103993925.80000001
France,France,R000053 - FELIX,01 Pouch,2021-04-01,0.0,84454671.05
France,France,R000053 - FELIX,01 Pouch,2021-07-01,0.0,88029282.72
France,France,R000053 - FELIX,01 Pouch,2021-10-01,0.0,102253940.19
France,France,R000053 - FELIX,01 Pouch,2022-01-01,0.0,85961599.81
France,France,R000053 - FELIX,01 Pouch,2022-04-01,0.0,83152723.09
France,France,R000053 - FELIX,01 Pouch,2022-07-01,0.0,89943148.03
France,France,R000053 - FELIX,01 Pouch,2022-10-01,0.0,107877372.01
France,France,R000053 - FELIX,01 Pouch,2023-01-01,0.0,120649050.84
France,France,R000053 - FELIX,01 Pouch,2023-04-01,0.0,98091853.95
France,France,R000053 - FELIX,01 Pouch,2023-07-01,0.0,111427792.47
France,France,R000053 - FELIX,01 Pouch,2023-10-01,0.0,114096661.88
France,France,R000053 - FELIX,01 Pouch,2024-01-01,0.0,119256013.50999999
France,France,R000053 - FELIX,01 Pouch,2024-04-01,0.0,101113444.47
France,France,R000053 - FELIX,01 Pouch,2024-07-01,0.0,117029604.83000001
France,France,R000053 - FELIX,01 Pouch,2024-10-01,0.0,116062176.0
France,France,R000053 - FELIX,01 Pouch,2025-01-01,0.0,134943367.84
France,France,R000053 - FELIX,01 Pouch,2025-04-01,0.0,102671511.44999999
France,France,R000053 - FELIX,01 Pouch,2025-07-01,0.0,115861664.38
France,France,R000053 - FELIX,01 Pouch,2025-10-01,0.0,136776396.82
France,France,R000053 - FELIX,01 Pouch,2026-01-01,141552374.0,0.0
France,France,R000053 - FELIX,01 Pouch,2026-04-01,109280512.0,0.0
France,France,R000053 - FELIX,01 Pouch,2026-07-01,122470668.0,0.0
France,France,R000053 - FELIX,01 Pouch,2026-10-01,143385400.0,0.0
France,France,R000053 - FELIX,01 Pouch,2027-01-01,148161376.0,0.0
France,France,R000053 - FELIX,01 Pouch,2027-04-01,115889520.0,0.0
France,France,R000053 - FELIX,01 Pouch,2027-07-01,129079668.0,0.0
France,France,R000053 - FELIX,01 Pouch,2027-10-01,149994404.0,0.0
France,France,R000053 - FELIX,01 Pouch,2028-01-01,154770376.0,0.0
France,France,R000053 - FELIX,01 Pouch,2028-04-01,122498520.0,0.0
France,France,R000053 - FELIX,01 Pouch,2028-07-01,135688676.0,0.0
France,France,R000053 - FELIX,01 Pouch,2028-10-01,156603404.0,0.0
France,France,R000053 - FELIX,01 Pouch,2029-01-01,161379376.0,0.0
France,France,R000053 - FELIX,01 Pouch,2029-04-01,129107520.0,0.0
France,France,R000053 - FELIX,01 Pouch,2029-07-01,142297676.0,0.0
France,France,R000053 - FELIX,01 Pouch,2029-10-01,163212408.0,0.0
France,France,R000053 - FELIX,01 Pouch,2030-01-01,167988380.0,0.0
France,France,R000053 - FELIX,01 Pouch,2030-04-01,135716524.0,0.0
France,France,R000053 - FELIX,01 Pouch,2030-07-01,148906680.0,0.0
France,France,R000053 - FELIX,01 Pouch,2030-10-01,169821408.0,0.0
France,France,R000053 - FELIX,01 Pouch,2031-01-01,75085400.0,0.0
France,France,R000054 - FRISKIES,01 Pouch,2015-01-01,0.0,18851992.0
France,France,R000054 - FRISKIES,01 Pouch,2015-04-01,0.0,20738416.0
France,France,R000054 - FRISKIES,01 Pouch,2015-07-01,0.0,24802712.0
France,France,R000054 - FRISKIES,01 Pouch,2015-10-01,0.0,21730592.0
France,France,R000054 - FRISKIES,01 Pouch,2016-01-01,0.0,20360096.0
France,France,R000054 - FRISKIES,01 Pouch,2016-04-01,0.0,20896360.0
France,France,R000054 - FRISKIES,01 Pouch,2016-07-01,0.0,21933576.0
France,France,R000054 - FRISKIES,01 Pouch,2016-10-01,0.0,22726880.0
France,France,R000054 - FRISKIES,01 Pouch,2017-01-01,0.0,20042256.0
France,France,R000054 - FRISKIES,01 Pouch,2017-04-01,0.0,21451392.0
France,France,R000054 - FRISKIES,01 Pouch,2017-07-01,0.0,23011552.0
France,France,R000054 - FRISKIES,01 Pouch,2017-10-01,0.0,23363560.0
France,France,R000054 - FRISKIES,01 Pouch,2018-01-01,0.0,18908664.0
France,France,R000054 - FRISKIES,01 Pouch,2018-04-01,0.0,18935544.0
France,France,R000054 - FRISKIES,01 Pouch,2018-07-01,0.0,17463920.0
France,France,R000054 - FRISKIES,01 Pouch,2018-10-01,0.0,19301688.0
France,France,R000054 - FRISKIES,01 Pouch,2019-01-01,0.0,17262160.0
France,France,R000054 - FRISKIES,01 Pouch,2019-04-01,0.0,17917912.0
France,France,R000054 - FRISKIES,01 Pouch,2019-07-01,0.0,7587608.0
France,France,R000054 - FRISKIES,01 Pouch,2019-10-01,0.0,0.0
France,France,R000054 - FRISKIES,01 Pouch,2020-01-01,0.0,7922896.0
France,France,R000054 - FRISKIES,01 Pouch,2020-04-01,0.0,10783104.0
France,France,R000054 - FRISKIES,01 Pouch,2020-07-01,0.0,10748480.0
France,France,R000054 - FRISKIES,01 Pouch,2020-10-01,0.0,14057253.51
France,France,R000054 - FRISKIES,01 Pouch,2021-01-01,0.0,13030795.030000001
France,France,R000054 - FRISKIES,01 Pouch,2021-04-01,0.0,11688736.55
France,France,R000054 - FRISKIES,01 Pouch,2021-07-01,0.0,13628609.370000001
France,France,R000054 - FRISKIES,01 Pouch,2021-10-01,0.0,10905142.35
France,France,R000054 - FRISKIES,01 Pouch,2022-01-01,0.0,15358037.79
France,France,R000054 - FRISKIES,01 Pouch,2022-04-01,0.0,12287012.690000001
France,France,R000054 - FRISKIES,01 Pouch,2022-07-01,0.0,10863984.0
France,France,R000054 - FRISKIES,01 Pouch,2022-10-01,0.0,14395320.02
France,France,R000054 - FRISKIES,01 Pouch,2023-01-01,0.0,14619792.0
France,France,R000054 - FRISKIES,01 Pouch,2023-04-01,0.0,4855536.0
France,France,R000054 - FRISKIES,01 Pouch,2023-07-01,0.0,3918144.0
France,France,R000054 - FRISKIES,01 Pouch,2023-10-01,0.0,3544632.0
France,France,R000054 - FRISKIES,01 Pouch,2024-01-01,0.0,3171528.0
France,France,R000054 - FRISKIES,01 Pouch,2024-04-01,0.0,2044200.0
France,France,R000054 - FRISKIES,01 Pouch,2024-07-01,0.0,3909576.0
France,France,R000054 - FRISKIES,01 Pouch,2024-10-01,0.0,2869344.0
France,France,R000054 - FRISKIES,01 Pouch,2025-01-01,0.0,3223056.0
France,France,R000054 - FRISKIES,01 Pouch,2025-04-01,0.0,2427072.0
France,France,R000054 - FRISKIES,01 Pouch,2025-07-01,0.0,4079616.0
France,France,R000054 - FRISKIES,01 Pouch,2025-10-01,0.0,2752031.98
France,France,R000054 - FRISKIES,01 Pouch,2026-01-01,2629195.3125,0.0
France,France,R000054 - FRISKIES,01 Pouch,2026-04-01,2629195.3125,0.0
France,France,R000054 - FRISKIES,01 Pouch,2026-07-01,2629195.3125,0.0
France,France,R000054 - FRISKIES,01 Pouch,2026-10-01,2629195.3125,0.0
France,France,R000054 - FRISKIES,01 Pouch,2027-01-01,2629195.3125,0.0
France,France,R000054 - FRISKIES,01 Pouch,2027-04-01,2629195.3125,0.0
France,France,R000054 - FRISKIES,01 Pouch,2027-07-01,2629195.3125,0.0
France,France,R000054 - FRISKIES,01 Pouch,2027-10-01,2629195.3125,0.0
France,France,R000054 - FRISKIES,01 Pouch,2028-01-01,2629195.3125,0.0
France,France,R000054 - FRISKIES,01 Pouch,2028-04-01,2629195.3125,0.0
France,France,R000054 - FRISKIES,01 Pouch,2028-07-01,2629195.3125,0.0
France,France,R000054 - FRISKIES,01 Pouch,2028-10-01,2629195.3125,0.0
France,France,R000054 - FRISKIES,01 Pouch,2029-01-01,2629195.3125,0.0
France,France,R000054 - FRISKIES,01 Pouch,2029-04-01,2629195.3125,0.0
France,France,R000054 - FRISKIES,01 Pouch,2029-07-01,2629195.3125,0.0
France,France,R000054 - FRISKIES,01 Pouch,2029-10-01,2629195.3125,0.0
France,France,R000054 - FRISKIES,01 Pouch,2030-01-01,2629195.3125,0.0
France,France,R000054 - FRISKIES,01 Pouch,2030-04-01,2629195.3125,0.0
France,France,R000054 - FRISKIES,01 Pouch,2030-07-01,2629195.3125,0.0
France,France,R000054 - FRISKIES,01 Pouch,2030-10-01,2629195.3125,0.0
France,France,R000054 - FRISKIES,01 Pouch,2031-01-01,876398.4375,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2015-01-01,0.0,612576.0
France,France,R000058 - PRO PLAN,01 Pouch,2015-04-01,0.0,517128.0
France,France,R000058 - PRO PLAN,01 Pouch,2015-07-01,0.0,1132928.0
France,France,R000058 - PRO PLAN,01 Pouch,2015-10-01,0.0,597736.0
France,France,R000058 - PRO PLAN,01 Pouch,2016-01-01,0.0,927416.0
France,France,R000058 - PRO PLAN,01 Pouch,2016-04-01,0.0,981184.0
France,France,R000058 - PRO PLAN,01 Pouch,2016-07-01,0.0,877712.0
France,France,R000058 - PRO PLAN,01 Pouch,2016-10-01,0.0,1533720.0
France,France,R000058 - PRO PLAN,01 Pouch,2017-01-01,0.0,1194464.0
France,France,R000058 - PRO PLAN,01 Pouch,2017-04-01,0.0,1117616.0
France,France,R000058 - PRO PLAN,01 Pouch,2017-07-01,0.0,1652248.0
France,France,R000058 - PRO PLAN,01 Pouch,2017-10-01,0.0,1600168.0
France,France,R000058 - PRO PLAN,01 Pouch,2018-01-01,0.0,1467664.0
France,France,R000058 - PRO PLAN,01 Pouch,2018-04-01,0.0,1448245.24
France,France,R000058 - PRO PLAN,01 Pouch,2018-07-01,0.0,1569771.9300000002
France,France,R000058 - PRO PLAN,01 Pouch,2018-10-01,0.0,1940011.56
France,France,R000058 - PRO PLAN,01 Pouch,2019-01-01,0.0,1355059.58
France,France,R000058 - PRO PLAN,01 Pouch,2019-04-01,0.0,1399518.52
France,France,R000058 - PRO PLAN,01 Pouch,2019-07-01,0.0,985104.0
France,France,R000058 - PRO PLAN,01 Pouch,2019-10-01,0.0,34240.0
France,France,R000058 - PRO PLAN,01 Pouch,2020-01-01,0.0,1884664.0
France,France,R000058 - PRO PLAN,01 Pouch,2020-04-01,0.0,1301448.0
France,France,R000058 - PRO PLAN,01 Pouch,2020-07-01,0.0,2004336.0
France,France,R000058 - PRO PLAN,01 Pouch,2020-10-01,0.0,2060112.0
France,France,R000058 - PRO PLAN,01 Pouch,2021-01-01,0.0,2282984.0
France,France,R000058 - PRO PLAN,01 Pouch,2021-04-01,0.0,2474742.0
France,France,R000058 - PRO PLAN,01 Pouch,2021-07-01,0.0,2551492.0
France,France,R000058 - PRO PLAN,01 Pouch,2021-10-01,0.0,2529800.0
France,France,R000058 - PRO PLAN,01 Pouch,2022-01-01,0.0,2306812.0
France,France,R000058 - PRO PLAN,01 Pouch,2022-04-01,0.0,1829932.0
France,France,R000058 - PRO PLAN,01 Pouch,2022-07-01,0.0,1873356.0
France,France,R000058 - PRO PLAN,01 Pouch,2022-10-01,0.0,1998776.0
France,France,R000058 - PRO PLAN,01 Pouch,2023-01-01,0.0,1955712.0
France,France,R000058 - PRO PLAN,01 Pouch,2023-04-01,0.0,1949058.9300000002
France,France,R000058 - PRO PLAN,01 Pouch,2023-07-01,0.0,1925895.01
France,France,R000058 - PRO PLAN,01 Pouch,2023-10-01,0.0,2004213.99
France,France,R000058 - PRO PLAN,01 Pouch,2024-01-01,0.0,2001379.99
France,France,R000058 - PRO PLAN,01 Pouch,2024-04-01,0.0,2067875.99
France,France,R000058 - PRO PLAN,01 Pouch,2024-07-01,0.0,2698757.9
France,France,R000058 - PRO PLAN,01 Pouch,2024-10-01,0.0,2333640.0
France,France,R000058 - PRO PLAN,01 Pouch,2025-01-01,0.0,2811762.0
France,France,R000058 - PRO PLAN,01 Pouch,2025-04-01,0.0,2546960.0
France,France,R000058 - PRO PLAN,01 Pouch,2025-07-01,0.0,3153260.0
France,France,R000058 - PRO PLAN,01 Pouch,2025-10-01,0.0,3128718.0
France,France,R000058 - PRO PLAN,01 Pouch,2026-01-01,2951530.625,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2026-04-01,2707241.375,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2026-07-01,3020725.5,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2026-10-01,2945981.8125,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2027-01-01,3049176.9375,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2027-04-01,2899390.9375,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2027-07-01,3212875.125,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2027-10-01,3138131.375,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2028-01-01,3241326.375,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2028-04-01,3091540.4375,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2028-07-01,3405024.625,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2028-10-01,3330281.0,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2029-01-01,3433476.0,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2029-04-01,3283690.0,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2029-07-01,3597174.25,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2029-10-01,3522430.375,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2030-01-01,3625625.625,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2030-04-01,3475839.625,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2030-07-01,3789323.875,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2030-10-01,3714580.0,0.0
France,France,R000058 - PRO PLAN,01 Pouch,2031-01-01,1301262.125,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2016-01-01,0.0,30320.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2016-04-01,0.0,54600.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2016-07-01,0.0,117640.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2016-10-01,0.0,138120.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2017-01-01,0.0,164040.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2017-04-01,0.0,176760.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2017-07-01,0.0,210320.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2017-10-01,0.0,285640.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2018-01-01,0.0,193160.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2018-04-01,0.0,271160.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2018-07-01,0.0,204280.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2018-10-01,0.0,291240.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2019-01-01,0.0,276120.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2019-04-01,0.0,389680.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2019-07-01,0.0,237520.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2019-10-01,0.0,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2020-01-01,0.0,395640.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2020-04-01,0.0,224920.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2020-07-01,0.0,292680.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2020-10-01,0.0,363420.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2021-01-01,0.0,468140.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2021-04-01,0.0,713980.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2021-07-01,0.0,605000.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2021-10-01,0.0,706660.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2022-01-01,0.0,585040.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2022-04-01,0.0,764560.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2022-07-01,0.0,842760.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2022-10-01,0.0,786159.84
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2023-01-01,0.0,744040.4600000001
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2023-04-01,0.0,945141.5800000001
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2023-07-01,0.0,969033.78
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2023-10-01,0.0,918932.52
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2024-01-01,0.0,1002782.88
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2024-04-01,0.0,1057373.8
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2024-07-01,0.0,1247302.62
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2024-10-01,0.0,1218912.2000000002
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2025-01-01,0.0,1213983.26
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2025-04-01,0.0,1714700.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2025-07-01,0.0,1995020.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2025-10-01,0.0,1716830.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2026-01-01,1407497.5,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2026-04-01,1889617.4375,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2026-07-01,2169937.4375,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2026-10-01,1891747.4375,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2027-01-01,1582414.9375,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2027-04-01,2064534.875,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2027-07-01,2344854.875,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2027-10-01,2066664.875,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2028-01-01,1757332.375,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2028-04-01,2239452.3125,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2028-07-01,2519772.25,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2028-10-01,2241582.3125,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2029-01-01,1932249.8125,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2029-04-01,2414369.75,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2029-07-01,2694689.75,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2029-10-01,2416499.75,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2030-01-01,2107167.1875,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2030-04-01,2589287.0,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2030-07-01,2869607.0,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2030-10-01,2591417.0,0.0
France,France,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,2031-01-01,802643.0625,0.0
France,France,R000128 - GOURMET,01 Pouch,2015-01-01,0.0,22264250.0
France,France,R000128 - GOURMET,01 Pouch,2015-04-01,0.0,24954044.0
France,France,R000128 - GOURMET,01 Pouch,2015-07-01,0.0,25129520.0
France,France,R000128 - GOURMET,01 Pouch,2015-10-01,0.0,28407560.0
France,France,R000128 - GOURMET,01 Pouch,2016-01-01,0.0,26636902.0
France,France,R000128 - GOURMET,01 Pouch,2016-04-01,0.0,26530252.0
France,France,R000128 - GOURMET,01 Pouch,2016-07-01,0.0,27487012.0
France,France,R000128 - GOURMET,01 Pouch,2016-10-01,0.0,28673620.0
France,France,R000128 - GOURMET,01 Pouch,2017-01-01,0.0,25794858.0
France,France,R000128 - GOURMET,01 Pouch,2017-04-01,0.0,25548776.0
France,France,R000128 - GOURMET,01 Pouch,2017-07-01,0.0,27461730.0
France,France,R000128 - GOURMET,01 Pouch,2017-10-01,0.0,28325726.0
France,France,R000128 - GOURMET,01 Pouch,2018-01-01,0.0,25193494.0
France,France,R000128 - GOURMET,01 Pouch,2018-04-01,0.0,25287454.0
France,France,R000128 - GOURMET,01 Pouch,2018-07-01,0.0,25716998.0
France,France,R000128 - GOURMET,01 Pouch,2018-10-01,0.0,30396168.0
France,France,R000128 - GOURMET,01 Pouch,2019-01-01,0.0,26837184.0
France,France,R000128 - GOURMET,01 Pouch,2019-04-01,0.0,23979264.0
France,France,R000128 - GOURMET,01 Pouch,2019-07-01,0.0,11815464.0
France,France,R000128 - GOURMET,01 Pouch,2019-10-01,0.0,32256.0
France,France,R000128 - GOURMET,01 Pouch,2020-01-01,0.0,25488192.0
France,France,R000128 - GOURMET,01 Pouch,2020-04-01,0.0,27417492.0
France,France,R000128 - GOURMET,01 Pouch,2020-07-01,0.0,31345080.0
France,France,R000128 - GOURMET,01 Pouch,2020-10-01,0.0,33062460.0
France,France,R000128 - GOURMET,01 Pouch,2021-01-01,0.0,31301904.0
France,France,R000128 - GOURMET,01 Pouch,2021-04-01,0.0,30731208.0
