AGG_REGION,REGION,CATEGORY_NAME,RANGE_BRAND_NAME,GA1_NAME,GA2_NAME,CG1,CG2,DATE,STATUS,STATUS_MFR,MANUAL_INPUT,ACTUALS,MFR,ACTUALS_TACTICAL,FORECAST_UNIVARIATE,FORECAST_UNIVARIATE_MFR,FORECAST_UNIVARIATE_TACTICAL,TIMESTAMP,UOM,UNIT_INITIAL,SCENARIO
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2021-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,963.24986598,963.24986598,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2021-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,963.24986598,963.24986598,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2021-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1926.49973196,1926.49973196,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2021-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1926.49973196,1926.49973196,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2021-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2889.74959794,2889.74959794,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2021-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2889.74959794,2889.74959794,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2021-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1926.49973196,1926.49973196,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2021-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1926.49973196,1926.49973196,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2022-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2678.76759117,2678.76759117,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2022-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2678.76759117,2678.76759117,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2022-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1785.84506078,1785.84506078,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2022-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1785.84506078,1785.84506078,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2022-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,892.92253039,892.92253039,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2022-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,892.92253039,892.92253039,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2022-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2678.76759117,2678.76759117,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2022-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2678.76759117,2678.76759117,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2023-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,0,0,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2023-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,0,0,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2023-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,863.61440906,863.61440906,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2023-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,863.61440906,863.61440906,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2023-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2023-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2023-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,863.61440906,863.61440906,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2023-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,863.61440906,863.61440906,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2024-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2024-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2024-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2024-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2024-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2024-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2024-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2024-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2025-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2025-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2025-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2025-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2025-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2025-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2025-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2025-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2026-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2026-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2026-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2026-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2026-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2026-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2026-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2026-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2027-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2027-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2027-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2027-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2027-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2027-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2027-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2027-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2028-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2028-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,1727.22881812,1727.22881812,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2028-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2028-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2028-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2028-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2028-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2028-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2029-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2029-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2029-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2029-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2029-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2029-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2029-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2029-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2030-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2030-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2030-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2030-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2030-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2030-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2030-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2030-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2031-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2031-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2031-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2031-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,2590.84322718,2590.84322718,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2031-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2031-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2031-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2031-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2032-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2032-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2032-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2032-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2032-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2032-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2032-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2032-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2033-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2033-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2033-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2033-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2033-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2033-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2033-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2033-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2034-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2034-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2034-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2034-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2034-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2034-07-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2034-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2034-10-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2035-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 0
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2035-01-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 1
AMS&AOA,AMS&AOA,total,R000059 - PRO PLAN VETERINARY DIETS,01 Pouch,total,total,total,2035-04-01,NEW LAUNCH,NEW LAUNCH,1,0,0,null,3454.45763624,3454.45763624,null,null,KG,EA,Scenario 0
